user_id,skills,interests,preferred_event_type,preferred_mode
U910,"Drone Technology, Automation, Communication, Sensors","Smart Devices, Robotics, Autonomous Systems","Hackathon, Workshop",Online
U911,"Circuit Design, PCB Design, ESP32, Digital Electronics, Drone Technology","Smart Devices, Internet of Things, Electronics, PCB Design",Hackathon,Offline
U912,"Animation, Graphic Design, HTML/CSS","Open Source, Product Design, Animation, Backend Development",Project Exhibition,Online
U913,"Problem Solving, Embedded Systems, Internet of Things, JavaScript, React","Web Development, Internet of Things, Software Engineering, Robotics",Competition,Both
U914,"Robotics, Arduino, Internet of Things, Communication","Autonomous Systems, Robotics, Internet of Things",Workshop,Online
U915,"UI/UX Design, Content Creation, CAD, Animation, Video Editing","3D Design, Animation, UI/UX",Bootcamp,Offline
U916,"Python, Problem Solving, Docker, Software Development, Project Management","NLP, Cloud Computing, Software Engineering, DevOps","Webinar, Tech Talk",Offline
U917,"Animation, Software Development, Content Creation, HTML/CSS, 3D Design, Web Development, Backend Development","3D Design, Frontend Development, Animation, Open Source",Bootcamp,Online
U918,"Digital Forensics, Linux, Python","Cybersecurity, Computer Vision, Digital Forensics, NLP",Bootcamp,Online
U919,"Content Creation, UI/UX Design, Video Editing, Teamwork, Communication, Backend Development","Graphic Design, 3D Design, Animation, Internet of Things","Project Exhibition, Competition",Both
U920,"Azure, React, Docker","Backend Development, App Development, Software Engineering",Project Exhibition,Offline
U921,"Video Editing, Graphic Design, Business Strategy, 3D Design","Animation, Graphic Design, 3D Design, Product Management, NLP","Seminar, Tech Talk",Online
U922,"HTML/CSS, Software Development, JavaScript","Web Development, Software Engineering, App Development, Frontend Development","Hackathon, Competition",Offline
U923,"Entrepreneurship, Project Management, Animation, Marketing, Leadership","Graphic Design, Startups, Product Management, Marketing",Conference,Offline
U924,"Docker, App Development, Network Security, Linux","Cyber Defense, Internet of Things, Product Management",Competition,Both
U925,"Circuit Design, Electronics, ESP32","Microcontrollers, Electronics, Internet of Things","Hackathon, Webinar",Offline
U926,"Data Science, Machine Learning, Deep Learning, Python, Marketing, Entrepreneurship","Artificial Intelligence, Computer Vision, Data Science",Bootcamp,Offline
U927,"Node.js, Web Development, HTML/CSS, Robotics","App Development, Open Source, Frontend Development","Project Exhibition, Workshop",Both
U928,"AWS, Data Analytics, Problem Solving, Docker, Project Management","Startups, Public Speaking, Generative AI, Cloud Architecture",Bootcamp,Both
U929,"Problem Solving, Web Development, HTML/CSS, Node.js, React","Web Development, Data Analytics, Machine Learning, Backend Development",Workshop,Online
U930,"Problem Solving, Cybersecurity, Ethical Hacking","Digital Forensics, Cyber Defense, Network Security, Ethical Hacking","Workshop, Conference",Both
U931,"Embedded Systems, Project Management, Business Strategy","Innovation, App Development, Web Development",Career Fair,Both
U932,"AWS, Linux, DevOps, Embedded Systems, Content Creation","Cloud Architecture, Software Engineering, Cloud Computing",Workshop,Online
U933,"Digital Forensics, Cybersecurity, Cryptography, Raspberry Pi, Automation","Network Security, Cyber Defense, Cybersecurity, Digital Forensics",Workshop,Offline
U934,"Business Strategy, Product Management, Communication, Public Speaking, Software Development","Startups, Leadership, Product Design",Seminar,Online
U935,"Docker, App Development, Node.js, Public Speaking","Cloud Computing, Frontend Development, Product Management",Career Fair,Offline
U936,"Actuators, Internet of Things, Raspberry Pi, Communication, Teamwork","Autonomous Systems, Internet of Things, Robotics, Smart Devices","Conference, Competition",Both
U937,"Actuators, Embedded Systems, Raspberry Pi, Robot Programming","Graphic Design, Product Design, Robotics, Smart Devices",Workshop,Both
U938,"Azure, Cloud Computing, DevOps, AWS, Docker","DevOps, Cloud Architecture, Software Engineering",Conference,Both
U939,"Cybersecurity, Ethical Hacking, Python","Digital Forensics, Ethical Hacking, Cybersecurity","Bootcamp, Webinar",Online
U940,"Data Science, Natural Language Processing, Machine Learning, Leadership, VLSI, ESP32","Product Management, Entrepreneurship, Artificial Intelligence, Data Analytics",Tech Talk,Offline
U941,"Computer Vision, Machine Learning, Python, Public Speaking","Machine Learning, Data Science, NLP, Computer Vision",Conference,Offline
U942,"Leadership, Electronics, Arduino","Internet of Things, Cybersecurity, Embedded Systems","Competition, Bootcamp",Offline
U943,"Arduino, Embedded Systems, Actuators, Problem Solving","Robotics, Drones, Internet of Things",Competition,Online
U944,"Web Development, UI/UX Design, Ethical Hacking, Problem Solving, HTML/CSS, Python","Ethical Hacking, Digital Forensics, Cybersecurity, UI/UX, 3D Design","Hackathon, Conference",Both
U945,"ESP32, Circuit Design, VLSI, Embedded Systems, Cloud Computing","Microcontrollers, Electronics, Digital Electronics",Project Exhibition,Online
U946,"Data Science, Robot Programming, Web Development","Open Source, Automation, Artificial Intelligence, Data Science, Machine Learning",Workshop,Offline
U947,"Backend Development, TypeScript, Software Development, React, Innovation","App Development, Innovation, Software Engineering, Product Design",Project Exhibition,Offline
U948,"Digital Forensics, Problem Solving, Teamwork","Cloud Architecture, Ethical Hacking, Software Engineering, Cyber Defense",Seminar,Offline
U949,"Natural Language Processing, Machine Learning, Generative AI, Data Analytics, Content Creation","Computer Vision, Machine Learning, Generative AI, Data Science",Conference,Both
U950,"Electronics, ESP32, VLSI, Leadership, Arduino","Internet of Things, Microcontrollers, Embedded Systems",Competition,Both
U951,"Kubernetes, VLSI, AWS, Cloud Computing, Azure, Microcontrollers","Microcontrollers, Cloud Architecture, Cloud Computing, PCB Design",Hackathon,Both
U952,"Robot Programming, Arduino, Kubernetes, Robotics","Open Source, Robotics, Internet of Things, DevOps","Workshop, Competition",Both
U953,"VLSI, Problem Solving, Microcontrollers, Circuit Design","Internet of Things, Microcontrollers, Digital Electronics","Competition, Project Exhibition",Online
U954,"Graphic Design, UI/UX Design, Content Creation, Animation","Product Design, Animation, 3D Design",Conference,Online
U955,"3D Design, Video Editing, Content Creation, Communication","Graphic Design, Animation, 3D Design, Backend Development","Project Exhibition, Hackathon",Both
U956,"PCB Design, VLSI, Digital Electronics, Electronics","PCB Design, Digital Electronics, VLSI","Hackathon, Competition",Online
U957,"Video Editing, Animation, Embedded Systems, Actuators, UI/UX Design","Drones, Animation, 3D Design, Cloud Architecture",Competition,Online
U958,"Python, Problem Solving, Cybersecurity, Network Security, Cryptography","Network Security, Cybersecurity, Digital Forensics","Seminar, Workshop",Offline
U959,"Graphic Design, Cloud Computing, Communication, Microcontrollers, CAD","Embedded Systems, DevOps, Product Design, PCB Design","Bootcamp, Workshop",Offline
U960,"Circuit Design, Digital Forensics, Embedded Systems","Cybersecurity, Cloud Computing, Digital Forensics","Webinar, Conference",Both
U961,"Content Creation, Drone Technology, Web Development, App Development","Software Engineering, Product Design, App Development",Project Exhibition,Offline
U962,"TypeScript, Backend Development, React, CAD, AWS, Software Development","Animation, Cloud Computing, 3D Design",Bootcamp,Both
U963,"Circuit Design, Electronics, Microcontrollers, ESP32, VLSI, Project Management","VLSI, Embedded Systems, Microcontrollers, Digital Electronics",Workshop,Online
U964,"Robotics, Actuators, Technical Writing, Raspberry Pi, Embedded Systems, Docker","Automation, Smart Devices, Drones, Generative AI","Competition, Project Exhibition",Both
U965,"Data Science, Machine Learning, Linux, Python, Cloud Computing","NLP, Cloud Computing, Software Engineering, Artificial Intelligence","Bootcamp, Tech Talk",Offline
U966,"Data Analytics, Machine Learning, Backend Development, App Development, Problem Solving","NLP, Data Analytics, Computer Vision, Data Science",Conference,Offline
U967,"SQL, Actuators, UI/UX Design, React, Drone Technology, JavaScript","Internet of Things, Robotics, Frontend Development, Autonomous Systems, Software Engineering",Competition,Both
U968,"Project Management, Linux, Network Security","Digital Forensics, Cyber Defense, Ethical Hacking, Marketing","Conference, Seminar",Both
U969,"Microcontrollers, ESP32, Backend Development, Digital Electronics, SQL","Cyber Defense, PCB Design, App Development, Software Engineering","Bootcamp, Project Exhibition",Offline
U970,"Python, Microcontrollers, Cybersecurity, VLSI, Electronics","Digital Electronics, Cyber Defense, Cybersecurity, Electronics",Conference,Offline
U971,"Microcontrollers, ESP32, Circuit Design, PCB Design, Electronics","Internet of Things, PCB Design, Electronics, VLSI","Workshop, Seminar",Online
U972,"Node.js, TypeScript, Teamwork, SQL","Software Engineering, Open Source, Cloud Computing, Backend Development",Hackathon,Both
U973,"Circuit Design, ESP32, Raspberry Pi, Arduino, Sensors","VLSI, Automation, Internet of Things, Autonomous Systems, Drones",Workshop,Both
U974,"VLSI, Embedded Systems, Automation, ESP32, Raspberry Pi","Embedded Systems, Autonomous Systems, Smart Devices",Competition,Offline
U975,"Generative AI, Natural Language Processing, Teamwork, Python, Problem Solving","Data Analytics, Ethical Hacking, Cyber Defense",Workshop,Online
U976,"SQL, Docker, AWS, Generative AI, Data Analytics","Cloud Architecture, Generative AI, Software Engineering","Bootcamp, Hackathon",Both
U977,"Embedded Systems, Natural Language Processing, Computer Vision, VLSI, Microcontrollers","Machine Learning, Microcontrollers, Artificial Intelligence","Hackathon, Bootcamp",Both
U978,"Python, Problem Solving, SQL, Data Analytics","Data Analytics, Artificial Intelligence, Generative AI",Tech Talk,Online
U979,"SQL, 3D Design, TypeScript, Natural Language Processing, UI/UX Design, DevOps, Azure","App Development, Generative AI, Graphic Design",Competition,Offline
U980,"PCB Design, SQL, Problem Solving, Generative AI, VLSI, Technical Writing","Data Analytics, Electronics, Data Science, Microcontrollers",Hackathon,Offline
U981,"App Development, React, Backend Development, JavaScript, Problem Solving","Web Development, Open Source, Backend Development","Project Exhibition, Bootcamp",Both
U982,"Robot Programming, Internet of Things, ESP32, Cryptography, Actuators","Graphic Design, Digital Forensics, Embedded Systems","Workshop, Competition",Offline
U983,"Cloud Computing, Python, Kubernetes, Docker, DevOps","Software Engineering, Generative AI, Cloud Computing","Webinar, Workshop",Offline
U984,"Natural Language Processing, Problem Solving, Project Management, Leadership, Public Speaking","Data Science, Machine Learning, Marketing, Innovation","Webinar, Workshop",Online
U985,"JavaScript, Backend Development, React, Docker","Web Development, App Development, Backend Development, Open Source",Project Exhibition,Both
U986,"React, HTML/CSS, TypeScript","Machine Learning, Embedded Systems, Microcontrollers","Bootcamp, Conference",Offline
U987,"Data Analytics, Data Science, Natural Language Processing, Generative AI, Machine Learning","NLP, Generative AI, Data Analytics, Data Science",Bootcamp,Both
U988,"Backend Development, API Development, Web Development, Marketing","Open Source, Frontend Development, Web Development",Bootcamp,Both
U989,"Circuit Design, PCB Design, Microcontrollers, VLSI, Embedded Systems","Digital Electronics, Embedded Systems, VLSI, Electronics","Seminar, Conference",Online
U990,"Embedded Systems, Circuit Design, ESP32, Electronics, PCB Design","VLSI, Digital Electronics, Internet of Things","Project Exhibition, Workshop",Online
U991,"React, Project Management, Python","Cloud Computing, Software Engineering, Generative AI","Conference, Bootcamp",Both
U992,"PCB Design, VLSI, Electronics, ESP32, Embedded Systems","Microcontrollers, Electronics, Embedded Systems, Internet of Things",Hackathon,Both
U993,"Docker, HTML/CSS, Cybersecurity, Cryptography","Ethical Hacking, Network Security, Backend Development",Tech Talk,Online
U994,"Content Creation, Graphic Design, Communication, Embedded Systems","Animation, 3D Design, Automation, Product Management",Hackathon,Online
U995,"Backend Development, React, JavaScript, Network Security","Backend Development, Ethical Hacking, Open Source","Bootcamp, Project Exhibition",Online
U996,"Public Speaking, Project Management, Entrepreneurship, Deep Learning","Public Speaking, Entrepreneurship, Startups, UI/UX",Webinar,Offline
U997,"Software Development, Node.js, HTML/CSS","Web Development, Backend Development, App Development","Bootcamp, Hackathon",Offline
U998,"Circuit Design, Problem Solving, Microcontrollers, Actuators","Embedded Systems, Digital Electronics, Microcontrollers, Smart Devices","Workshop, Project Exhibition",Both
U999,"Internet of Things, Arduino, Automation, Embedded Systems, Electronics","Smart Devices, Automation, Drones","Project Exhibition, Competition",Offline
U1000,"Software Development, Electronics, App Development, ESP32, SQL, Microcontrollers","Web Development, VLSI, Frontend Development",Workshop,Both
U1001,"CAD, UI/UX Design, Animation, Graphic Design","Web Development, Product Design, Animation","Conference, Hackathon",Both
U1002,"Deep Learning, Product Management, Data Science, Business Strategy","Data Analytics, Leadership, Marketing, Computer Vision",Career Fair,Online
U1003,"Digital Forensics, Electronics, Embedded Systems","PCB Design, Microcontrollers, Cybersecurity, Digital Forensics",Project Exhibition,Both
U1004,"SQL, Software Development, Linux, Digital Forensics, Problem Solving, JavaScript","Network Security, Backend Development, Open Source",Workshop,Offline
U1005,"Problem Solving, Node.js, Data Science, SQL","Web Development, Backend Development, Artificial Intelligence, Machine Learning",Tech Talk,Offline
U1006,"Linux, SQL, Cryptography, Ethical Hacking, JavaScript, Python","Computer Vision, Cyber Defense, Frontend Development, Web Development","Bootcamp, Seminar",Both
U1007,"Graphic Design, CAD, Software Development, Communication","Cloud Architecture, UI/UX, Software Engineering","Bootcamp, Conference",Online
U1008,"AWS, Data Analytics, Machine Learning, 3D Design","Graphic Design, NLP, Generative AI, Artificial Intelligence",Bootcamp,Offline
U1009,"Content Creation, CAD, UI/UX Design, Animation, Communication","UI/UX, 3D Design, Graphic Design, Animation, Product Design","Project Exhibition, Conference",Both
U1010,"Animation, UI/UX Design, Content Creation","Product Design, Animation, 3D Design",Bootcamp,Both
U1011,"Marketing, JavaScript, TypeScript, Web Development, HTML/CSS, Communication","Backend Development, Product Management, Frontend Development, Startups",Career Fair,Both
U1012,"Teamwork, Problem Solving, React, VLSI, Circuit Design, Microcontrollers","Software Engineering, Embedded Systems, Data Science, Microcontrollers",Project Exhibition,Offline
U1013,"Internet of Things, SQL, Circuit Design, Arduino, Docker","Robotics, Open Source, Drones",Competition,Offline
U1014,"Cryptography, Cybersecurity, Business Strategy, Linux","3D Design, Innovation, Marketing, Ethical Hacking, Network Security","Workshop, Bootcamp",Offline
U1015,"SQL, Technical Writing, Animation, React, API Development","Animation, 3D Design, Product Design","Workshop, Bootcamp",Offline
U1016,"Cloud Computing, Software Development, Docker","Cloud Computing, DevOps, Cloud Architecture, Software Engineering","Webinar, Conference",Offline
U1017,"ESP32, Embedded Systems, Microcontrollers","Microcontrollers, Embedded Systems, Digital Electronics, Product Design",Competition,Both
U1018,"Software Development, Problem Solving, AWS, Kubernetes","Software Engineering, Cloud Architecture, Cloud Computing",Conference,Offline
U1019,"Arduino, Circuit Design, Electronics, Linux","Internet of Things, VLSI, Microcontrollers, Embedded Systems","Seminar, Bootcamp",Online
U1020,"Natural Language Processing, Data Analytics, Data Science, Problem Solving","Artificial Intelligence, Data Science, Machine Learning, Data Analytics","Tech Talk, Bootcamp",Online
U1021,"Animation, Video Editing, UI/UX Design","3D Design, Drones, Animation",Competition,Online
U1022,"Content Creation, Teamwork, Communication, UI/UX Design, Video Editing","Graphic Design, 3D Design, Animation, Smart Devices",Project Exhibition,Offline
U1023,"Deep Learning, Cloud Computing, Software Development, Docker, Network Security","Cloud Computing, Digital Forensics, DevOps","Webinar, Hackathon",Online
U1024,"3D Design, Communication, Animation, CAD","Product Design, Animation, Graphic Design, App Development",Project Exhibition,Online
U1025,"Automation, Raspberry Pi, Internet of Things, Drone Technology, Embedded Systems","Autonomous Systems, Smart Devices, Automation, Drones","Competition, Workshop",Both
U1026,"ESP32, Circuit Design, VLSI, Embedded Systems, Microcontrollers, PCB Design","Electronics, PCB Design, Microcontrollers, Digital Electronics",Project Exhibition,Offline
U1027,"Internet of Things, Electronics, Robotics, Arduino, Circuit Design","Automation, Electronics, Drones","Competition, Workshop",Online
U1028,"Python, Linux, Cybersecurity, Network Security","Cybersecurity, Cyber Defense, Network Security, Ethical Hacking, Graphic Design",Conference,Both
U1029,"Internet of Things, Node.js, Actuators, Robot Programming","Drones, Data Analytics, Autonomous Systems, Internet of Things","Project Exhibition, Workshop",Both
U1030,"Drone Technology, Automation, Arduino, Digital Forensics","Robotics, Autonomous Systems, Smart Devices, Cyber Defense",Hackathon,Online
U1031,"Backend Development, API Development, Web Development, Microcontrollers, ESP32","Open Source, Software Engineering, Frontend Development, Web Development","Bootcamp, Hackathon",Offline
U1032,"Problem Solving, Data Analytics, Data Science, Natural Language Processing, CAD, Communication","Artificial Intelligence, Data Science, Data Analytics, Machine Learning","Bootcamp, Tech Talk",Both
U1033,"React, JavaScript, TypeScript, Node.js, HTML/CSS, Digital Electronics","Software Engineering, Backend Development, App Development",Bootcamp,Both
U1034,"ESP32, PCB Design, VLSI, Communication, Product Management","Internet of Things, Embedded Systems, Digital Electronics, 3D Design","Workshop, Hackathon",Online
U1035,"Machine Learning, TypeScript, Web Development","Open Source, Computer Vision, NLP, Data Science",Bootcamp,Online
U1036,"Problem Solving, PCB Design, Cybersecurity, Sensors, Network Security","Smart Devices, Internet of Things, Robotics, Embedded Systems","Workshop, Project Exhibition",Both
U1037,"Ethical Hacking, Linux, Cryptography, Cybersecurity, Drone Technology","Digital Forensics, Ethical Hacking, Cybersecurity, DevOps",Competition,Both
U1038,"Generative AI, Machine Learning, Data Analytics, Data Science, Natural Language Processing","Data Analytics, Generative AI, Data Science, NLP",Bootcamp,Both
U1039,"Graphic Design, UI/UX Design, 3D Design, DevOps, Problem Solving","UI/UX, Animation, 3D Design, Drones",Conference,Both
U1040,"Data Science, Deep Learning, Computer Vision","Generative AI, Computer Vision, Machine Learning",Workshop,Online
U1041,"AWS, Software Development, Linux, Cloud Computing, Data Analytics","Cloud Computing, Cloud Architecture, DevOps, Software Engineering",Tech Talk,Online
U1042,"Linux, Embedded Systems, Digital Electronics, ESP32, Robot Programming","Internet of Things, Electronics, Ethical Hacking, Embedded Systems, App Development","Workshop, Conference",Both
U1043,"Entrepreneurship, Backend Development, Innovation, React, Software Development","Open Source, Frontend Development, App Development","Conference, Project Exhibition",Both
U1044,"Circuit Design, VLSI, Electronics, Digital Electronics","Microcontrollers, VLSI, Internet of Things, Electronics",Hackathon,Online
U1045,"CAD, Leadership, Natural Language Processing, Project Management","Machine Learning, Data Science, 3D Design, Innovation","Webinar, Conference",Offline
U1046,"Backend Development, Frontend Development, Web Development, TypeScript","Backend Development, Frontend Development, Software Engineering",Project Exhibition,Both
U1047,"Problem Solving, Communication, Teamwork, Computer Vision, Python","Digital Forensics, NLP, Generative AI, Product Management, Machine Learning","Seminar, Competition",Online
U1048,"Animation, Video Editing, 3D Design, Technical Writing, CAD","Animation, 3D Design, Graphic Design, Robotics",Conference,Online
U1049,"Problem Solving, Digital Forensics, Network Security, Cryptography, Linux","Network Security, Cybersecurity, Cyber Defense, Ethical Hacking",Conference,Offline
U1050,"Cryptography, Network Security, Linux, Leadership, API Development","Digital Forensics, Network Security, Ethical Hacking, Animation",Competition,Both
U1051,"PCB Design, Embedded Systems, Data Analytics, Electronics, Data Science, Docker","Internet of Things, VLSI, Artificial Intelligence",Project Exhibition,Both
U1052,"Communication, Problem Solving, Natural Language Processing, Teamwork, Docker","NLP, Startups, Data Analytics, Ethical Hacking, Digital Forensics",Hackathon,Online
U1053,"Problem Solving, DevOps, Linux, Circuit Design","Cloud Architecture, DevOps, Software Engineering, Cloud Computing, Backend Development","Bootcamp, Tech Talk",Online
U1054,"React, Arduino, Actuators","VLSI, Frontend Development, Software Engineering, Web Development, Robotics","Seminar, Bootcamp",Both
U1055,"Microcontrollers, Teamwork, Project Management, Public Speaking, Leadership","PCB Design, Embedded Systems, Product Design","Career Fair, Bootcamp",Both
U1056,"Data Analytics, Machine Learning, Cryptography, Electronics, Python","Network Security, Digital Electronics, Artificial Intelligence, Cybersecurity",Seminar,Both
U1057,"DevOps, Docker, Kubernetes","DevOps, Software Engineering, Cloud Architecture, Cloud Computing",Tech Talk,Offline
U1058,"Technical Writing, Project Management, Content Creation, 3D Design","Animation, Product Design, 3D Design","Bootcamp, Project Exhibition",Both
U1059,"Marketing, Digital Marketing, Entrepreneurship, Public Speaking, Leadership, Docker","Innovation, Entrepreneurship, Product Management, Marketing","Webinar, Seminar",Offline
U1060,"CAD, UI/UX Design, Animation, 3D Design, Content Creation, Microcontrollers","Animation, 3D Design, UI/UX",Workshop,Both
U1061,"Ethical Hacking, Cryptography, Network Security, Azure, Problem Solving","Network Security, Ethical Hacking, Cybersecurity","Workshop, Seminar",Online
U1062,"Internet of Things, Actuators, Arduino, Drone Technology, Technical Writing, Automation","Robotics, Drones, Autonomous Systems, App Development",Hackathon,Online
U1063,"Embedded Systems, PCB Design, ESP32, Microcontrollers, Electronics","Digital Electronics, Embedded Systems, Microcontrollers",Workshop,Online
U1064,"AWS, Linux, DevOps, Network Security, Cryptography","Software Engineering, DevOps, Cloud Computing, Cloud Architecture","Webinar, Workshop",Offline
U1065,"Circuit Design, Drone Technology, ESP32, Robotics, Digital Electronics","Smart Devices, Internet of Things, PCB Design",Hackathon,Offline
U1066,"Network Security, Cryptography, Cybersecurity, Python, Project Management","Digital Forensics, Cyber Defense, Ethical Hacking, Digital Electronics","Seminar, Conference",Offline
U1067,"Content Creation, UI/UX Design, Graphic Design, Animation, Frontend Development","Product Design, Animation, 3D Design, Graphic Design","Conference, Workshop",Offline
U1068,"SQL, Problem Solving, Backend Development, React","Web Development, Frontend Development, Open Source, Backend Development",Project Exhibition,Both
U1069,"3D Design, Video Editing, Content Creation, JavaScript, React","Graphic Design, Animation, 3D Design, Smart Devices","Project Exhibition, Bootcamp",Offline
U1070,"Digital Marketing, Communication, Business Strategy, Graphic Design, Content Creation","Marketing, Public Speaking, Leadership, Drones","Career Fair, Workshop",Both
U1071,"Animation, Technical Writing, Graphic Design, Entrepreneurship","Startups, Product Management, Animation",Seminar,Both
U1072,"Kubernetes, Problem Solving, Linux","DevOps, Cybersecurity, Ethical Hacking","Competition, Seminar",Both
U1073,"Project Management, PCB Design, Business Strategy, Data Analytics, Generative AI","Startups, Machine Learning, Embedded Systems","Conference, Bootcamp",Both
U1074,"Natural Language Processing, Product Management, Deep Learning, Business Strategy","Data Analytics, Computer Vision, Leadership, Marketing",Career Fair,Both
U1075,"Generative AI, Natural Language Processing, SQL, Machine Learning","Digital Forensics, Machine Learning, NLP",Hackathon,Both
U1076,"Graphic Design, Communication, Video Editing, Animation, CAD","Animation, Graphic Design, Product Design, Data Analytics",Project Exhibition,Both
U1077,"Internet of Things, Sensors, Arduino, Embedded Systems, JavaScript, API Development","Drones, Internet of Things, Smart Devices",Competition,Offline
U1078,"Backend Development, Animation, CAD","Backend Development, Frontend Development, Animation",Project Exhibition,Online
U1079,"Communication, HTML/CSS, Project Management, Graphic Design, SQL","Open Source, Web Development, 3D Design, Graphic Design","Hackathon, Workshop",Both
U1080,"Linux, AWS, Cloud Computing, Digital Forensics","Software Engineering, Cloud Architecture, Cloud Computing",Webinar,Offline
U1081,"Problem Solving, VLSI, Microcontrollers, Embedded Systems, Arduino, Electronics","VLSI, Robotics, PCB Design, Internet of Things","Seminar, Workshop",Both
U1082,"Web Development, Teamwork, Entrepreneurship, JavaScript, Electronics","Frontend Development, Open Source, Public Speaking, Electronics, Entrepreneurship","Seminar, Hackathon",Both
U1083,"Arduino, Robot Programming, Sensors, Python, Generative AI","NLP, Data Science, Automation",Bootcamp,Both
U1084,"Data Science, Natural Language Processing, Raspberry Pi, Problem Solving, Embedded Systems","Artificial Intelligence, Computer Vision, Autonomous Systems, Internet of Things",Competition,Both
U1085,"Problem Solving, Azure, Docker, AWS, Teamwork","Cloud Computing, Cloud Architecture, Software Engineering",Bootcamp,Offline
U1086,"Automation, Electronics, ESP32, Circuit Design, Embedded Systems","Digital Electronics, Drones, VLSI",Hackathon,Both
U1087,"Communication, Content Creation, UI/UX Design, Arduino, VLSI, Electronics","3D Design, UI/UX, Animation, Embedded Systems","Project Exhibition, Workshop",Both
U1088,"Actuators, VLSI, Circuit Design, Digital Electronics, Microcontrollers","Microcontrollers, Electronics, VLSI","Competition, Workshop",Online
U1089,"Teamwork, HTML/CSS, Web Development, API Development, Electronics","Graphic Design, Internet of Things, Web Development, Frontend Development","Seminar, Hackathon",Both
U1090,"Linux, AWS, Cloud Computing, Docker, Kubernetes, Problem Solving","Cloud Architecture, Software Engineering, Cloud Computing",Webinar,Both
U1091,"Problem Solving, Docker, Cloud Computing","Cloud Architecture, DevOps, Cloud Computing",Bootcamp,Offline
U1092,"Web Development, Problem Solving, React, App Development, Teamwork","App Development, Software Engineering, Data Science",Project Exhibition,Offline
U1093,"Automation, Raspberry Pi, Arduino, Actuators","Internet of Things, Drones, Autonomous Systems, Smart Devices","Project Exhibition, Conference",Online
U1094,"Digital Marketing, Internet of Things, Product Management, Cybersecurity, Linux","Robotics, Ethical Hacking, Cybersecurity","Competition, Conference",Both
U1095,"Communication, Project Management, Raspberry Pi, Teamwork","Leadership, Drones, Public Speaking, Robotics",Conference,Online
U1096,"SQL, Deep Learning, Node.js, App Development, Computer Vision","Open Source, Software Engineering, Data Science, Data Analytics","Workshop, Hackathon",Offline
U1097,"Docker, Software Development, Azure, Problem Solving","Cloud Computing, DevOps, Cloud Architecture, 3D Design",Webinar,Offline
U1098,"Marketing, Public Speaking, Communication, Cybersecurity, Kubernetes","Marketing, Public Speaking, Product Management, DevOps",Career Fair,Both
U1099,"AWS, Cryptography, Linux, Animation","Animation, Graphic Design, Digital Forensics","Workshop, Conference",Both
U1100,"JavaScript, TypeScript, Frontend Development, SQL","Backend Development, Frontend Development, Software Engineering","Workshop, Project Exhibition",Offline
U1101,"Network Security, Problem Solving, Microcontrollers, Linux","VLSI, Internet of Things, Network Security",Bootcamp,Both
U1102,"Problem Solving, Digital Electronics, Sensors, Raspberry Pi, Cybersecurity","Cyber Defense, Automation, Electronics, Robotics",Workshop,Both
U1103,"Problem Solving, Azure, AWS, Docker, Circuit Design, VLSI, Drone Technology","Cloud Architecture, Cloud Computing, DevOps, Microcontrollers","Conference, Competition",Both
U1104,"DevOps, VLSI, Problem Solving, Digital Electronics, Circuit Design","Drones, DevOps, Electronics",Competition,Online
U1105,"UI/UX Design, Deep Learning, Generative AI, Computer Vision","Product Design, Data Analytics, NLP",Bootcamp,Both
U1106,"3D Design, Content Creation, DevOps, Linux","UI/UX, Cloud Architecture, 3D Design","Webinar, Workshop",Offline
U1107,"Natural Language Processing, Embedded Systems, Raspberry Pi, Data Science","Autonomous Systems, Generative AI, Artificial Intelligence, Internet of Things, Computer Vision",Competition,Online
U1108,"Data Science, Machine Learning, AWS, Generative AI","Software Engineering, Generative AI, Data Analytics, Computer Vision","Tech Talk, Workshop",Online
U1109,"Sensors, Digital Forensics, Python, Raspberry Pi, Actuators, Linux","Ethical Hacking, Drones, Digital Forensics","Hackathon, Conference",Both
U1110,"JavaScript, Technical Writing, Backend Development, API Development","Web Development, Microcontrollers, App Development",Competition,Both
U1111,"Electronics, ESP32, VLSI, Microcontrollers, Circuit Design","Embedded Systems, VLSI, Digital Electronics, Microcontrollers","Project Exhibition, Workshop",Online
U1112,"Python, Leadership, Cybersecurity, Problem Solving","Ethical Hacking, Cybersecurity, Cyber Defense",Bootcamp,Both
U1113,"ESP32, Circuit Design, Linux","Embedded Systems, Microcontrollers, Cybersecurity",Conference,Online
U1114,"Docker, Computer Vision, Azure, AWS, Cloud Computing","Computer Vision, Cloud Architecture, Data Analytics","Bootcamp, Conference",Both
U1115,"JavaScript, API Development, Software Development, Backend Development","App Development, Web Development, Open Source, Generative AI",Competition,Both
U1116,"Digital Electronics, VLSI, Azure, Docker, Ethical Hacking, Cryptography, Problem Solving","DevOps, Embedded Systems, Network Security, Cloud Architecture","Workshop, Webinar",Offline
U1117,"Leadership, Communication, Digital Marketing, Marketing, Product Management","Entrepreneurship, Product Management, Startups",Career Fair,Both
U1118,"Animation, Actuators, Problem Solving, Drone Technology, Robot Programming","VLSI, UI/UX, Robotics, Automation",Workshop,Online
U1119,"3D Design, Video Editing, Content Creation, CAD, Product Management, Animation","Graphic Design, Animation, 3D Design, Cyber Defense",Project Exhibition,Online
U1120,"Graphic Design, Animation, Content Creation","Graphic Design, UI/UX, Animation, Computer Vision",Project Exhibition,Online
